Invoice Date,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Invoice ID,Retailer ID
2021-06-15,Women's Street Footwear,43,85,3655,1937,53,Online,69447919,3004
2021-06-15,Women's Athletic Footwear,41,75,3075,1691,55,Online,85425646,3004
2021-06-15,Men's Apparel,50,75,3750,1500,40,Online,58268531,3004
2021-06-15,Women's Apparel,56,135,7560,4007,53,Online,45524177,3004
2021-07-13,Men's Street Footwear,53,182,9646,4823,50,Online,40006944,3004
2021-07-13,Men's Athletic Footwear,47,119,5593,2517,45,Online,82183146,3004
2021-07-13,Women's Street Footwear,41,102,4182,2258,54,Online,93574196,3004
2021-07-13,Women's Athletic Footwear,43,90,3870,2051,53,Online,58544462,3004
2021-07-13,Men's Apparel,51,94,4794,1966,41,Online,53931289,3004
2021-07-13,Women's Apparel,55,145,7975,3988,50,Online,50842693,3004
2021-08-14,Men's Street Footwear,50,163,8150,3994,49,Online,31092959,3004
2021-08-14,Men's Athletic Footwear,47,128,6016,2767,46,Online,64983839,3004
2021-08-14,Women's Street Footwear,42,105,4410,2205,50,Online,91483709,3004
2021-08-14,Women's Athletic Footwear,41,63,2583,1292,50,Online,43482706,3004
2021-08-14,Men's Apparel,50,63,3150,1418,45,Online,92838956,3004
2021-08-14,Women's Apparel,59,120,7080,3682,52,Online,32366145,3004
2021-09-13,Men's Street Footwear,50,142,7100,3479,49,Online,53214144,3004
2021-09-13,Men's Athletic Footwear,47,85,3995,1798,45,Online,17245417,3004
2021-09-13,Women's Street Footwear,43,61,2623,1338,51,Online,27493163,3004
2021-09-13,Women's Athletic Footwear,41,60,2460,1255,51,Online,39584360,3004
2021-09-13,Men's Apparel,50,60,3000,1320,44,Online,58112693,3004
2021-09-13,Women's Apparel,58,84,4872,2631,54,Online,45527890,3004
2021-10-15,Men's Street Footwear,56,128,7168,3226,45,Online,67934754,3004
2021-10-15,Men's Athletic Footwear,51,90,4590,2111,46,Online,43901649,3004
2021-10-15,Women's Street Footwear,50,52,2600,1430,55,Online,24476972,3004
2021-10-15,Women's Athletic Footwear,52,44,2288,1144,50,Online,69728637,3004
2021-10-15,Men's Apparel,62,49,3038,1215,40,Online,37890570,3004
2021-10-15,Women's Apparel,63,78,4914,2703,55,Online,68978438,5427
2021-11-14,Men's Street Footwear,60,135,8100,3807,47,Online,41552661,5427
2021-11-14,Men's Athletic Footwear,53,85,4505,2072,46,Online,68917133,5427
2021-11-14,Women's Street Footwear,52,86,4472,2281,51,Online,44499577,5427
2021-11-14,Women's Athletic Footwear,51,84,4284,2271,53,Online,57813405,5427
2021-11-14,Men's Apparel,60,72,4320,1728,40,Online,68467568,5427
2021-11-14,Women's Apparel,64,98,6272,3450,55,Online,37524318,5427
2021-12-13,Men's Street Footwear,62,168,10416,4896,47,Online,58757310,5427
2021-12-13,Men's Athletic Footwear,50,100,5000,2400,48,Online,56651839,5427
2021-12-13,Women's Street Footwear,50,109,5450,2943,54,Online,32964686,5427
2021-12-13,Women's Athletic Footwear,53,98,5194,2805,54,Online,31853507,5427
2021-12-13,Men's Apparel,61,91,5551,2220,40,Online,80349091,5427
2021-12-13,Women's Apparel,65,123,7995,3998,50,Online,75152246,5427
2021-01-10,Men's Street Footwear,32,138,4416,2208,50,Online,58797666,5427
2021-01-10,Men's Athletic Footwear,33,77,2541,1194,47,Online,26375754,5427
2021-01-10,Women's Street Footwear,24,72,1728,881,51,Online,13471629,5427
2021-01-10,Women's Athletic Footwear,27,38,1026,513,50,Online,61194122,5427
2021-01-10,Men's Apparel,41,47,1927,771,40,Online,26188664,5427
2021-01-10,Women's Apparel,33,69,2277,1252,55,Online,86079236,5427
2021-02-08,Men's Street Footwear,34,147,4998,2399,48,Online,11506348,5427
2021-02-08,Men's Athletic Footwear,32,53,1696,848,50,Online,91696980,5427
2021-02-08,Women's Street Footwear,24,63,1512,771,51,Online,45104180,5427
2021-02-08,Women's Athletic Footwear,29,30,870,461,53,Online,62070073,5427
2021-02-08,Men's Apparel,41,47,1927,771,40,Online,98987035,5427
2021-02-08,Women's Apparel,32,74,2368,1255,53,Online,99141756,5427
2021-03-06,Men's Street Footwear,32,144,4608,2120,46,Online,91278138,5427
2021-03-06,Men's Athletic Footwear,32,58,1856,909,49,Online,33662427,5427
2021-03-06,Women's Street Footwear,24,59,1416,750,53,Online,73173111,5427
2021-03-06,Women's Athletic Footwear,27,22,594,309,52,Online,68317944,5427
2021-03-06,Men's Apparel,43,34,1462,658,45,Online,80486892,5427
2021-03-06,Women's Apparel,32,61,1952,976,50,Online,84090254,5427
2021-04-07,Men's Street Footwear,34,133,4522,2261,50,Online,68997331,5427
2021-04-07,Men's Athletic Footwear,33,51,1683,774,46,Online,93122606,5427
2021-04-07,Women's Street Footwear,24,51,1224,612,50,Online,65211965,5427
2021-04-07,Women's Athletic Footwear,27,27,729,372,51,Online,27478278,5427
2021-04-07,Men's Apparel,44,27,1188,523,44,Online,78342816,5427
2021-04-07,Women's Apparel,33,68,2244,1212,54,Online,30750656,5427
2021-05-06,Men's Street Footwear,48,130,6240,2933,47,Online,74585762,5427
2021-05-06,Men's Athletic Footwear,41,68,2788,1394,50,Online,41202103,5427
2021-05-06,Women's Street Footwear,38,75,2850,1425,50,Online,76436194,5427
2021-05-06,Women's Athletic Footwear,38,56,2128,1064,50,Online,64692652,5427
2021-05-06,Men's Apparel,47,68,3196,1310,41,Online,77102847,5427
2021-05-06,Women's Apparel,51,102,5202,2705,52,Online,69414407,5427
2021-06-08,Men's Street Footwear,45,156,7020,3229,46,Online,25887921,5427
2021-06-08,Men's Athletic Footwear,44,105,4620,2125,46,Online,22496745,5427
2021-06-08,Women's Street Footwear,38,69,2622,1390,53,Online,87006550,5427
2021-06-08,Women's Athletic Footwear,39,65,2535,1369,54,Online,34924245,5427
2021-06-08,Men's Apparel,46,65,2990,1346,45,Online,54978121,5427
2021-06-08,Women's Apparel,50,120,6000,3000,50,Online,78678240,5427
2021-07-06,Men's Street Footwear,47,188,8836,4153,47,Online,44708791,5427
2021-07-06,Men's Athletic Footwear,42,98,4116,2058,50,Online,37342491,5427
2021-07-06,Women's Street Footwear,37,81,2997,1558,52,Online,21150509,5427
2021-07-06,Women's Athletic Footwear,36,63,2268,1225,54,Online,37199031,5427
2021-07-06,Men's Apparel,48,74,3552,1527,43,Online,10559905,5427
2021-07-06,Women's Apparel,54,131,7074,3749,53,Online,31568861,5427
2021-08-07,Men's Street Footwear,47,180,8460,4061,48,Online,85073935,5427
2021-08-07,Men's Athletic Footwear,42,101,4242,1994,47,Online,16507960,5427
2021-08-07,Women's Street Footwear,37,75,2775,1499,54,Online,25652248,5427
2021-08-07,Women's Athletic Footwear,36,52,1872,955,51,Online,32960309,5427
2021-08-07,Men's Apparel,46,46,2116,910,43,Online,68236260,5427
2021-08-07,Women's Apparel,52,105,5460,2894,53,Online,34513274,5427
2021-09-06,Men's Street Footwear,46,124,5704,2795,49,Online,44168120,5427
2021-09-06,Men's Athletic Footwear,41,72,2952,1476,50,Online,77636130,5427
2021-09-06,Women's Street Footwear,39,51,1989,1054,53,Online,57189979,5427
2021-09-06,Women's Athletic Footwear,37,38,1406,745,53,Online,93941267,5427
2021-09-06,Men's Apparel,47,41,1927,790,41,Online,91519113,5427
2021-09-06,Women's Apparel,50,73,3650,1935,53,Online,68685718,5427
2021-10-08,Men's Street Footwear,53,119,6307,2901,46,Online,18877235,5427
2021-10-08,Men's Athletic Footwear,48,63,3024,1512,50,Online,80856314,5427
2021-10-08,Women's Street Footwear,46,42,1932,966,50,Online,75884163,5427
2021-10-08,Women's Athletic Footwear,48,31,1488,774,52,Online,71130199,5427
2021-10-08,Men's Apparel,58,38,2204,904,41,Online,86524565,5427
2021-10-08,Women's Apparel,62,68,4216,2234,53,Online,18837226,2164
2021-11-07,Men's Street Footwear,59,108,6372,3059,48,Online,73793635,2164
2021-11-07,Men's Athletic Footwear,46,80,3680,1803,49,Online,85986709,2164
2021-11-07,Women's Street Footwear,48,68,3264,1665,51,Online,64384647,2164
2021-11-07,Women's Athletic Footwear,49,65,3185,1752,55,Online,65646900,2164
2021-11-07,Men's Apparel,55,59,3245,1428,44,Online,38314990,2164
2021-11-07,Women's Apparel,59,91,5369,2846,53,Online,47391347,2164
2021-12-06,Men's Street Footwear,55,149,8195,3934,48,Online,52453505,2164
2021-12-06,Men's Athletic Footwear,49,105,5145,2470,48,Online,67268915,2164
2021-12-06,Women's Street Footwear,49,91,4459,2230,50,Online,53796743,2164
2021-12-06,Women's Athletic Footwear,47,83,3901,1990,51,Online,90547706,2164
2021-12-06,Men's Apparel,55,83,4565,2054,45,Online,60106106,2164
2021-12-06,Women's Apparel,59,101,5959,3218,54,Online,12292160,2164
2021-01-07,Men's Street Footwear,38,125,4750,2423,51,Online,32193830,2164
2021-01-07,Men's Athletic Footwear,37,87,3219,1674,52,Online,19402562,2164
2021-01-07,Women's Street Footwear,28,90,2520,1008,40,Online,29620750,2164
2021-01-07,Women's Athletic Footwear,33,42,1386,610,44,Online,24497297,2164
2021-01-07,Men's Apparel,49,60,2940,1205,41,Online,17776935,2164
2021-01-07,Women's Apparel,37,81,2997,1499,50,Online,84193557,2164
2021-02-05,Men's Street Footwear,39,149,5811,2906,50,Online,46088083,2164
2021-02-05,Men's Athletic Footwear,37,54,1998,999,50,Online,40886935,2164
2021-02-05,Women's Street Footwear,29,65,1885,848,45,Online,81307267,2164
2021-02-05,Women's Athletic Footwear,32,34,1088,479,44,Online,65747354,2164
2021-02-05,Men's Apparel,49,60,2940,1294,44,Online,70110288,2164
2021-02-05,Women's Apparel,39,84,3276,1474,45,Online,33834836,2164
2021-03-03,Men's Street Footwear,39,130,5070,2535,50,Online,91380048,2164
2021-03-03,Men's Athletic Footwear,38,56,2128,1149,54,Online,71924652,2164
2021-03-03,Women's Street Footwear,29,68,1972,887,45,Online,72963175,2164
2021-03-03,Women's Athletic Footwear,32,30,960,403,42,Online,53018523,2164
2021-03-03,Men's Apparel,48,39,1872,749,40,Online,76721914,2164
2021-03-03,Women's Apparel,38,73,2774,1359,49,Online,76351540,2164
2021-04-04,Men's Street Footwear,36,150,5400,2700,50,Online,11041638,2164
2021-04-04,Men's Athletic Footwear,38,58,2204,1212,55,Online,77343968,2164
2021-04-04,Women's Street Footwear,29,56,1624,698,43,Online,63905636,2164
2021-04-04,Women's Athletic Footwear,32,38,1216,547,45,Online,15676366,2164
2021-04-04,Men's Apparel,46,35,1610,725,45,Online,68356369,2164
2021-04-04,Women's Apparel,36,69,2484,1242,50,Online,10316747,2164
2021-05-03,Men's Street Footwear,54,142,7668,3911,51,Online,65918008,2164
2021-05-03,Men's Athletic Footwear,48,73,3504,1857,53,Online,70045588,2164
2021-05-03,Women's Street Footwear,43,74,3182,1273,40,Online,23781500,2164
2021-05-03,Women's Athletic Footwear,44,63,2772,1137,41,Online,48536110,2164
2021-05-03,Men's Apparel,50,70,3500,1540,44,Online,45278514,2164
2021-05-03,Women's Apparel,55,113,6215,3045,49,Online,67388938,2164
2021-06-05,Men's Street Footwear,50,175,8750,4813,55,Online,18424728,2164
2021-06-05,Men's Athletic Footwear,48,94,4512,2256,50,Online,69091549,2164
2021-06-05,Women's Street Footwear,42,87,3654,1644,45,Online,38888757,2164
2021-06-05,Women's Athletic Footwear,42,80,3360,1411,42,Online,99302833,2164
2021-06-05,Men's Apparel,53,74,3922,1726,44,Online,85034262,2164
2021-06-05,Women's Apparel,56,123,6888,3375,49,Online,59568460,2164
2021-07-03,Men's Street Footwear,54,189,10206,5511,54,Online,74727438,2164
2021-07-03,Men's Athletic Footwear,48,112,5376,2849,53,Online,71537436,2164
2021-07-03,Women's Street Footwear,44,81,3564,1568,44,Online,63666105,2164
2021-07-03,Women's Athletic Footwear,42,80,3360,1478,44,Online,85927300,2164
2021-07-03,Men's Apparel,53,81,4293,1889,44,Online,71235797,2164
2021-07-03,Women's Apparel,56,143,8008,3844,48,Online,53408718,2164
2021-08-04,Men's Street Footwear,51,163,8313,4572,55,Online,74552541,2164
2021-08-04,Men's Athletic Footwear,48,108,5184,2851,55,Online,71543350,2164
2021-08-04,Women's Street Footwear,41,85,3485,1464,42,Online,44055432,2164
2021-08-04,Women's Athletic Footwear,41,68,2788,1143,41,Online,98048023,2164
2021-08-04,Men's Apparel,51,52,2652,1167,44,Online,30844147,2164
2021-08-04,Women's Apparel,55,105,5775,2888,50,Online,91191412,2164
2021-09-03,Men's Street Footwear,52,125,6500,3510,54,Online,65804883,2164
2021-09-03,Men's Athletic Footwear,47,75,3525,1833,52,Online,33797374,2164
2021-09-03,Women's Street Footwear,41,60,2460,1082,44,Online,80877949,2164
2021-09-03,Women's Athletic Footwear,41,46,1886,849,45,Online,94034609,2164
2021-09-03,Men's Apparel,50,51,2550,1071,42,Online,10457200,2164
2021-09-03,Women's Apparel,54,83,4482,2196,49,Online,46202200,2164
2021-10-05,Men's Street Footwear,59,113,6667,3667,55,Online,94815495,2164
2021-10-05,Men's Athletic Footwear,52,72,3744,1872,50,Online,98157628,2164
2021-10-05,Women's Street Footwear,53,49,2597,1117,43,Online,52356515,2164
2021-10-05,Women's Athletic Footwear,50,38,1900,760,40,Online,39363875,2164
2021-10-05,Men's Apparel,64,42,2688,1129,42,Online,83558895,2164
2021-10-05,Women's Apparel,63,74,4662,2331,50,Online,80594193,3004
2021-11-04,Men's Street Footwear,60,111,6660,3330,50,Online,85272122,3004
2021-11-04,Men's Athletic Footwear,51,84,4284,2228,52,Online,45938172,3004
2021-11-04,Women's Street Footwear,51,80,4080,1836,45,Online,78890392,3004
2021-11-04,Women's Athletic Footwear,50,80,4000,1680,42,Online,28764645,3004
2021-11-04,Men's Apparel,60,68,4080,1795,44,Online,93008172,3004
2021-11-04,Women's Apparel,67,95,6365,2992,47,Online,54438425,3004
2021-12-03,Men's Street Footwear,59,150,8850,4514,51,Online,57190869,3004
2021-12-03,Men's Athletic Footwear,51,101,5151,2627,51,Online,37480371,3004
2021-12-03,Women's Street Footwear,50,88,4400,1980,45,Online,37695101,3004
2021-12-03,Women's Athletic Footwear,53,87,4611,1937,42,Online,33420551,3004
2021-12-03,Men's Apparel,60,78,4680,2106,45,Online,68126006,3004
2021-12-03,Women's Apparel,67,112,7504,3452,46,Online,96647529,3004
2021-01-10,Men's Street Footwear,34,115,3910,1799,46,Online,16239176,3004
2021-01-10,Men's Athletic Footwear,34,63,2142,964,45,Online,30418351,3004
2021-01-10,Women's Street Footwear,24,63,1512,832,55,Online,38779785,3004
2021-01-10,Women's Athletic Footwear,29,20,580,307,53,Online,28371135,3004
2021-01-10,Men's Apparel,44,33,1452,581,40,Online,75182979,3004
2021-01-10,Women's Apparel,33,63,2079,1123,54,Online,70227034,3004
2021-02-08,Men's Street Footwear,34,119,4046,1983,49,Online,29591300,3004
2021-02-08,Men's Athletic Footwear,34,36,1224,575,47,Online,66507959,3004
2021-02-08,Women's Street Footwear,24,49,1176,588,50,Online,35741645,3004
2021-02-08,Women's Athletic Footwear,29,13,377,204,54,Online,23470973,3004
2021-02-08,Men's Apparel,41,35,1435,588,41,Online,18410976,3004
2021-02-08,Women's Apparel,33,65,2145,1137,53,Online,53564546,3004
2021-03-06,Men's Street Footwear,34,111,3774,1887,50,Online,10899224,3004
2021-03-06,Men's Athletic Footwear,34,44,1496,673,45,Online,29994655,3004
2021-03-06,Women's Street Footwear,23,51,1173,610,52,Online,59128216,3004
2021-03-06,Women's Athletic Footwear,29,8,232,116,50,Online,68335669,3004
2021-03-06,Men's Apparel,44,20,880,396,45,Online,92136729,3004
2021-03-06,Women's Apparel,32,51,1632,881,54,Online,67605916,3004
2021-04-07,Men's Street Footwear,32,111,3552,1740,49,Online,64233058,3004
2021-04-07,Men's Athletic Footwear,32,33,1056,528,50,Online,64645181,3004
2021-04-07,Women's Street Footwear,24,36,864,449,52,Online,90671928,3004
2021-04-07,Women's Athletic Footwear,29,13,377,200,53,Online,80352941,3004
2021-04-07,Men's Apparel,44,15,660,264,40,Online,33996546,3004
2021-04-07,Women's Apparel,33,50,1650,858,52,Online,18467678,3004
2021-05-06,Men's Street Footwear,49,122,5978,2989,50,Online,50968947,3004
2021-05-06,Men's Athletic Footwear,43,49,2107,948,45,Online,63200949,3004
2021-05-06,Women's Street Footwear,39,60,2340,1264,54,Online,27379052,3004
2021-05-06,Women's Athletic Footwear,39,44,1716,892,52,Online,44153091,3004
2021-05-06,Men's Apparel,49,46,2254,902,40,Online,35691107,3004
2021-05-06,Women's Apparel,52,81,4212,2232,53,Online,77565140,3004
2021-06-08,Men's Street Footwear,47,138,6486,2919,45,Online,39635825,3004
2021-06-08,Men's Athletic Footwear,41,90,3690,1808,49,Online,82964527,3004
2021-06-08,Women's Street Footwear,39,65,2535,1394,55,Online,58775429,3004
2021-06-08,Women's Athletic Footwear,39,60,2340,1264,54,Online,96070851,3004
2021-06-08,Men's Apparel,48,58,2784,1141,41,Online,90191524,3004
2021-06-08,Women's Apparel,51,88,4488,2289,51,Online,30735913,3004
2021-07-06,Men's Street Footwear,46,167,7682,3457,45,Online,74871865,3004
2021-07-06,Men's Athletic Footwear,41,81,3321,1661,50,Online,82168751,3004
2021-07-06,Women's Street Footwear,37,65,2405,1251,52,Online,73017576,3004
2021-07-06,Women's Athletic Footwear,37,58,2146,1116,52,Online,30188494,3004
2021-07-06,Men's Apparel,47,63,2961,1184,40,Online,27047634,3004
2021-07-06,Women's Apparel,50,116,5800,2900,50,Online,35654310,3004
2021-08-07,Men's Street Footwear,46,143,6578,3157,48,Online,57879447,3004
2021-08-07,Men's Athletic Footwear,42,91,3822,1796,47,Online,21408880,3004
2021-08-07,Women's Street Footwear,38,75,2850,1568,55,Online,48621055,3004
2021-08-07,Women's Athletic Footwear,37,39,1443,765,53,Online,81958572,3004
2021-08-07,Men's Apparel,45,31,1395,558,40,Online,45311825,3004
2021-08-07,Women's Apparel,52,87,4524,2443,54,Online,97530650,3004
2021-09-06,Men's Street Footwear,45,111,4995,2248,45,Online,39781112,3004
2021-09-06,Men's Athletic Footwear,43,56,2408,1156,48,Online,17546188,3004
2021-09-06,Women's Street Footwear,36,38,1368,698,51,Online,21552949,3004
2021-09-06,Women's Athletic Footwear,39,27,1053,569,54,Online,15849396,3004
2021-09-06,Men's Apparel,47,27,1269,520,41,Online,44297643,3004
2021-09-06,Women's Apparel,52,58,3016,1538,51,Online,71838150,3004
2021-10-08,Men's Street Footwear,53,94,4982,2491,50,Online,94356143,3004
2021-10-08,Men's Athletic Footwear,46,56,2576,1262,49,Online,82758739,3004
2021-10-08,Women's Street Footwear,45,29,1305,679,52,Online,20714204,3004
2021-10-08,Women's Athletic Footwear,47,23,1081,541,50,Online,79185383,3004
2021-10-08,Men's Apparel,55,19,1045,418,40,Online,60717802,3004
2021-10-08,Women's Apparel,64,58,3712,1893,51,Online,60442526,2164
2021-11-07,Men's Street Footwear,55,95,5225,2560,49,Online,76955720,2164
2021-11-07,Men's Athletic Footwear,46,63,2898,1304,45,Online,99343794,2164
2021-11-07,Women's Street Footwear,48,64,3072,1659,54,Online,76991360,2164
2021-11-07,Women's Athletic Footwear,48,58,2784,1531,55,Online,41838186,2164
2021-11-07,Men's Apparel,58,44,2552,1123,44,Online,48694638,2164
2021-11-07,Women's Apparel,60,77,4620,2402,52,Online,44821931,2164
2021-12-06,Men's Street Footwear,54,135,7290,3645,50,Online,47345380,2164
2021-12-06,Men's Athletic Footwear,45,78,3510,1685,48,Online,46379863,2164
2021-12-06,Women's Street Footwear,47,74,3478,1774,51,Online,70075328,2164
2021-12-06,Women's Athletic Footwear,48,65,3120,1560,50,Online,43409072,2164
2021-12-06,Men's Apparel,56,68,3808,1637,43,Online,95402072,2164
2021-12-06,Women's Apparel,60,85,5100,2805,55,Online,67207038,2164
2021-01-17,Men's Street Footwear,38,126,4788,2059,43,Online,85079950,2164
2021-01-17,Men's Athletic Footwear,38,68,2584,1137,44,Online,88551020,2164
2021-01-17,Women's Street Footwear,27,73,1971,710,36,Online,12264293,2164
2021-01-17,Women's Athletic Footwear,34,26,884,336,38,Online,87285338,2164
2021-01-17,Men's Apparel,48,41,1968,768,39,Online,31910848,2164
2021-01-17,Women's Apparel,38,70,2660,1091,41,Online,47677345,2164
2021-02-15,Men's Street Footwear,36,140,5040,2066,41,Online,41910111,2164
2021-02-15,Men's Athletic Footwear,38,41,1558,654,42,Online,15200114,2164
2021-02-15,Women's Street Footwear,29,60,1740,661,38,Online,34980517,2164
2021-02-15,Women's Athletic Footwear,32,68,2176,827,38,Online,29857919,2164
2021-02-15,Men's Apparel,48,41,1968,748,38,Online,86275238,2164
2021-02-15,Women's Apparel,38,75,2850,1254,44,Online,54846464,2164
2021-03-13,Men's Street Footwear,38,127,4826,2123,44,Online,76783552,2164
2021-03-13,Men's Athletic Footwear,38,47,1786,804,45,Online,91132001,2164
2021-03-13,Women's Street Footwear,28,50,1400,546,39,Online,32954556,2164
2021-03-13,Women's Athletic Footwear,34,87,2958,1065,36,Online,61016016,2164
2021-03-13,Men's Apparel,46,29,1334,520,39,Online,12103509,2164
2021-03-13,Women's Apparel,39,54,2106,863,41,Online,73217408,2164
2021-04-14,Men's Street Footwear,38,117,4446,2001,45,Online,39779944,2164
2021-04-14,Men's Athletic Footwear,37,45,1665,733,44,Online,51299349,2164
2021-04-14,Women's Street Footwear,29,41,1189,416,35,Online,41592780,2164
2021-04-14,Women's Athletic Footwear,32,35,1120,437,39,Online,14461807,2164
2021-04-14,Men's Apparel,49,33,1617,614,38,Online,77397350,2164
2021-04-14,Women's Apparel,39,83,3237,1424,44,Online,51407660,2164
2021-05-13,Men's Street Footwear,53,129,6837,2940,43,Online,48919461,2164
2021-05-13,Men's Athletic Footwear,47,54,2538,1091,43,Online,93403664,2164
2021-05-13,Women's Street Footwear,41,56,2296,918,40,Online,10672414,2164
2021-05-13,Women's Athletic Footwear,44,47,2068,807,39,Online,90695517,2164
2021-05-13,Men's Apparel,50,54,2700,1026,38,Online,50944936,2164
2021-05-13,Women's Apparel,55,88,4840,1984,41,Online,85964993,2164
2021-06-15,Men's Street Footwear,51,155,7905,3320,42,Online,86954584,2164
2021-06-15,Men's Athletic Footwear,47,94,4418,1856,42,Online,62317353,2164
2021-06-15,Women's Street Footwear,42,68,2856,1028,36,Online,16202624,2164
2021-06-15,Women's Athletic Footwear,41,65,2665,933,35,Online,13385758,2164
2021-06-15,Men's Apparel,51,59,3009,1143,38,Online,51387259,2164
2021-06-15,Women's Apparel,54,101,5454,2182,40,Online,52941693,2164
2021-07-13,Men's Street Footwear,52,150,7800,3276,42,Online,35281438,2164
2021-07-13,Men's Athletic Footwear,49,105,5145,2212,43,Online,70098776,2164
2021-07-13,Women's Street Footwear,41,77,3157,1168,37,Online,79500926,2164
2021-07-13,Women's Athletic Footwear,44,56,2464,887,36,Online,12127335,2164
2021-07-13,Men's Apparel,53,68,3604,1406,39,Online,59211116,2164
2021-07-13,Women's Apparel,55,128,7040,2957,42,Online,56693352,2164
2021-08-14,Men's Street Footwear,50,161,8050,3542,44,Online,27079320,2164
2021-08-14,Men's Athletic Footwear,47,88,4136,1696,41,Online,44623149,2164
2021-08-14,Women's Street Footwear,42,69,2898,1014,35,Online,88627456,2164
2021-08-14,Women's Athletic Footwear,42,51,2142,771,36,Online,33304792,2164
2021-08-14,Men's Apparel,50,44,2200,814,37,Online,83527711,2164
2021-08-14,Women's Apparel,58,91,5278,2375,45,Online,11914845,2164
2021-09-13,Men's Street Footwear,53,135,7155,3005,42,Online,83149850,2164
2021-09-13,Men's Athletic Footwear,49,63,3087,1235,40,Online,45671956,2164
2021-09-13,Women's Street Footwear,41,39,1599,592,37,Online,46564725,2164
2021-09-13,Women's Athletic Footwear,42,36,1512,605,40,Online,54354591,2164
2021-09-13,Men's Apparel,52,34,1768,636,36,Online,48826011,2164
2021-09-13,Women's Apparel,57,63,3591,1616,45,Online,68675753,2164
2021-10-15,Men's Street Footwear,57,120,6840,3078,45,Online,52452836,2164
2021-10-15,Men's Athletic Footwear,53,56,2968,1336,45,Online,85893297,2164
2021-10-15,Women's Street Footwear,53,34,1802,631,35,Online,22922491,2164
2021-10-15,Women's Athletic Footwear,54,27,1458,554,38,Online,46572502,2164
2021-10-15,Men's Apparel,62,27,1674,586,35,Online,15674956,2164
2021-10-15,Women's Apparel,66,65,4290,1888,44,Online,84714241,2788
2021-11-14,Men's Street Footwear,62,113,7006,3013,43,Online,71084176,2788
2021-11-14,Men's Athletic Footwear,52,90,4680,2059,44,Online,78099813,2788
2021-11-14,Women's Street Footwear,50,83,4150,1494,36,Online,76450765,2788
2021-11-14,Women's Athletic Footwear,51,80,4080,1591,39,Online,29527660,2788
2021-11-14,Men's Apparel,63,70,4410,1676,38,Online,88928530,2788
2021-11-14,Women's Apparel,64,98,6272,2822,45,Online,56226374,2788
2021-12-13,Men's Street Footwear,64,150,9600,3936,41,Online,96273956,2788
2021-12-13,Men's Athletic Footwear,53,105,5565,2226,40,Online,12593710,2788
2021-12-13,Women's Street Footwear,51,98,4998,1949,39,Online,54449836,2788
2021-12-13,Women's Athletic Footwear,52,75,3900,1482,38,Online,75489557,2788
2021-12-13,Men's Apparel,62,84,5208,2031,39,Online,10157454,2788
2021-12-13,Women's Apparel,65,112,7280,3203,44,Online,57703367,2788
2021-01-14,Men's Street Footwear,44,152,6688,3678,55,Online,93890305,2788
2021-01-14,Men's Athletic Footwear,42,94,3948,2369,60,Online,30846143,2788
2021-01-14,Women's Street Footwear,32,91,2912,1310,45,Online,44769328,2788
2021-01-14,Women's Athletic Footwear,39,44,1716,841,49,Online,77413120,2788
2021-01-14,Men's Apparel,52,68,3536,1662,47,Online,49677818,2788
2021-01-14,Women's Apparel,44,98,4312,2199,51,Online,91456700,2788
2021-02-12,Men's Street Footwear,41,167,6847,3834,56,Online,99023313,2788
2021-02-12,Men's Athletic Footwear,44,61,2684,1610,60,Online,39691062,2788
2021-02-12,Women's Street Footwear,33,74,2442,1221,50,Online,88007000,2788
2021-02-12,Women's Athletic Footwear,36,45,1620,745,46,Online,23204907,2788
2021-02-12,Men's Apparel,54,63,3402,1701,50,Online,91248672,2788
2021-02-12,Women's Apparel,43,85,3655,1974,54,Online,27855217,2788
2021-03-10,Men's Street Footwear,44,142,6248,3749,60,Online,41916108,2788
2021-03-10,Men's Athletic Footwear,42,70,2940,1676,57,Online,81323932,2788
2021-03-10,Women's Street Footwear,34,77,2618,1283,49,Online,77026073,2788
2021-03-10,Women's Athletic Footwear,36,38,1368,670,49,Online,26266282,2788
2021-03-10,Men's Apparel,51,47,2397,1175,49,Online,70195054,2788
2021-03-10,Women's Apparel,41,80,3280,1804,55,Online,98659060,2788
2021-04-11,Men's Street Footwear,41,137,5617,3146,56,Online,48133236,2788
2021-04-11,Men's Athletic Footwear,43,56,2408,1397,58,Online,87134625,2788
2021-04-11,Women's Street Footwear,32,65,2080,1040,50,Online,14848011,2788
2021-04-11,Women's Athletic Footwear,36,44,1584,792,50,Online,11930619,2788
2021-04-11,Men's Apparel,51,38,1938,891,46,Online,62881410,2788
2021-04-11,Women's Apparel,44,90,3960,2020,51,Online,16483042,2788
2021-05-10,Men's Street Footwear,55,154,8470,4828,57,Online,91341065,2788
2021-05-10,Men's Athletic Footwear,54,80,4320,2419,56,Online,16670024,2788
2021-05-10,Women's Street Footwear,49,75,3675,1691,46,Online,44563769,2788
2021-05-10,Women's Athletic Footwear,46,65,2990,1405,47,Online,56713872,2788
2021-05-10,Men's Apparel,55,72,3960,1861,47,Online,85142988,2788
2021-05-10,Women's Apparel,60,120,7200,3744,52,Online,95064321,2788
2021-06-12,Men's Street Footwear,58,163,9454,5483,58,Online,24039108,2788
2021-06-12,Men's Athletic Footwear,53,116,6148,3627,59,Online,31172937,2788
